id,target,,
Z3FyNmRaV1F3c0p4Y2hMQp8DH/02YhbevMoHcIIgX/o=,0.986395,,
Z3c1TGxZTm9WY1M4ZHJBYhlFS1srNTiJFKsSFknrXTE=,0.973293,,
Z3B2Mkh5Y0lkVTlDTURRZTyj5SCUmDMGNCHXmwYCQW0=,0.98841,,
Z2tIYWJENU9XZlpNQUw4SmfIKZ9i7FasX5A9WXfZRtE=,1.0005,,
Z2s5SUJEY1N3N1g1c21XSIyj3SKLHLqkb8J6AAffkBk=,1.00857,,
Z2RVTmhNYUJ2OFNqZndsMAnaOPpejjTmdh6sawMEGDg=,0.968254,,
Z2NBZkUySXNSS3lONEhveCLJJekWxPdA+6q30P0Su0M=,1.00151,,
Z2lYbkVRb095SWpMc3FOcpUQy7QhR7+99Qveg78pTu8=,1.00554,,
Z2lHTkRTS1VzckVQdXFmb0uPtNTAnRTfE1HNQrnpJIk=,0.974301,,
Z2JqTHV3QnFNMVZmaEd2Nxbj4MAZL6ozHciUjQ6nMOc=,0.98841,,
Z1R6akN1OG1ZMHhJazJXbBJ0+Rc0dIK8CvIN5nMqRt0=,1.00454,,
Z1J4RVZpTndVa1A4WDFtSXOTM6I5KIlUM0YYCCdSqvc=,0.996473,,
Z0kzTkdlZFlUaXJ2YlJBdNT3u9ldhTk2RExbBoWKeZQ=,0.973293,,
Z0JhUk13aThidVlIRWNtV5zfmIlBO877tkpWK2152ik=,1.00857,,
Z0gwNEw5MnFLZTdEeEVwdCbMhGxJdi0VWkNostwMvNQ=,0.968254,,
Yzl1RlM2T3BteGg1eU13SjgWX/BQ1d2FHV2G3Q5xr28=,1.0005,,
Yzk1ZEhoSnZPSWkwNENMNp5VhgfoRaeveKKe0GVgZN8=,1.0005,,
YzFmbzZpQndJVVAzcXBTdL8ACZfIIJWhvtUgp9nL7uE=,0.992441,,
YzFlWmtoMFgyUnhUQm45bBXJeI7J9RIzhlGN2UbUvJY=,0.992441,,
YzdLU3lCRXNQR1lqVmZMb2CztPtBnBc7Nj6h2REWck0=,0.973293,,
YXNyUmN1VktVV2dJSHZsdwFXvmOX4h3ysVvt6oeWR0Q=,1.0005,,
YWt6VTFXb1lwTnRtUlBmatTROklnsy+ciBgUcv686Jo=,0.968254,,
YWNyTHloYndwS0RGbmpmOX3Y1WU/fFYCL2z6eLhkIBs=,1.02167,,
YWM0alg1ZnJKMFNPVEI2OBT3x0zDnycMO44MIiy8EUM=,0.992441,,
YWhWSms4MzFOd2ZiNlFXbEiVLsggwVnBzzYfSlar+qo=,1.00957,,
YW5EcEV1NzhGNmRpQ29VaEB9QeHIIeCRhmR8DcM8zOg=,1.00454,,
YW1OV2NiWGQzUFN1WWY0RGDeQ4jWqP+JCfN7fSxMhCw=,1.00353,,
YVV6a2dZRWR4ZXVJU1RHWH6gZOSME1caj/waGvT7xB4=,0.992441,,
YU5oYktUNTlIN3ptRzJsV/CDs91VCF6b9CAy117KfLw=,1.00857,,
YTJRY203cjNBczR5VUowZyQG8rZeNrmZWRDqc6T2ErQ=,1.01864,,
YnRkRnVydjZBQ1ZQY29aNLcMVLOUe1oi3ouEQ1/xjww=,1.02872,,
YnpnNkI1V2o5U0l4Tm1mcbf9eLB3Y5e/GRsdMJ0awbM=,0.980348,,
YmZEMTRkRVoyWGFuUVlwTYvL4CUNTD3qfoH2b5RDVa0=,0.986395,,
YmprbU9QbzRHSlc3MlNWbljk0cNNar/f1WR+RQ0WlpM=,1.00353,,
YlltNzJOdWRVT1RScmpBNoiaP17I+qElnZ6EjybOhI4=,0.995465,,
Ylg1N2poeEVIMUM0VmV1Y3CbD7TOR5LaRJ2XrEnf2lM=,1.00554,,
YlFCMEE5TmhLelNGVDJzN9ypoGhXOFv/zGU389B8c/I=,0.98841,,
YkNKZUt1VDFjVWF3OHFkUAXzPN2YT738X5xGj9GdD80=,0.992441,,
YklIQmRYaUYxV0RDdWtuUN0NM9ZyF99KYap9hCDxnzs=,1.00454,,
Ykl0TzdvMUYyOWdNRWFlSh8qKgc3N7KcrVLsAnvL+fI=,0.992441,,
YkkzdFo5aDY0TFUxQnFXbIccIyMCSbCPJUNHY1ML8qQ=,0.992441,,
Yk9zb01WZGVjeXVqRjRFeEHWcvzXPHBMrkR5uMz9e6E=,0.996473,,
Yk5rOXFnUExWakJVZjhUWj+G6gFbx5QTmB9f/oDc+IA=,1.00857,,
YjUzMTdxQURaeEVoT0tNRqkeemQzisWFoZF/yNNpZ/M=,1.01965,,
YjNZRDhvYUp0eGtDZkVsd1MVgyC6WjDUwPfJrOe4iLk=,0.971277,,
YjhvbnNobFcwVUROVExtaXx5xRnwZM/LqwIBHqX8OLU=,0.990426,,
YjdndzV0UGk0WXhOZUtTZsjSMhanhmPMfgJNdEBD/bk=,0.994457,,
Y3VueDJQZDdmd3Z6SWI1NmeQEqve0xC4FczYcT4/4bo=,1.00353,,
Y3F2WVZwSm94N0l1RWRDS/Kw4OhzMQS/31rebSVnUm0=,1.03074,,
Y2ZJSkduQXRXcnNFdzFGS3LVVplPSzh2EFSaUYzIvhI=,0.992441,,
Y2oxOUZyZVlQU29md1I4S00SHhFIL5CveoZGIXk9LSY=,0.97934,,
Y1ZEYU5ka0F4bUNvdkkxVKSk8OZmLArpm9DV6JkzDOQ=,1.00454,,
Y1k5MEk3cURYTThyczZmQtsjNLQyEXYnsmM4DBAxfGo=,1.00353,,
Y1hpNkFoVU5vMldtclFPdorI4wyWsAzPz0OS7T9R9u8=,1.00353,,
Y1E5WkVMZzVlNmFXMFJ4bLc3jrc/uXQkEXi3j98qySM=,0.996473,,
Y0YzQVVnaGRpRUdJYjk3UVzK3L6hAz5oAk1+fyVCAP4=,1.0005,,
Y0xzcG1iSzlsZFhQdk1nQkIq2knIEOOHrZ83Tuy/i4c=,1.0005,,
Y0lYbUhFdENVUDVNRmdyRBPbIiupMvI+BFxeyTsgxu8=,0.973293,,
Y0FJVEx6V3lsM3dlb1pmUCQwDTxCshnjKSSmUHtVFtY=,1.00655,,
Y09vdVJOMmpIbE02YXN4TKky6Y5kU11qSl/FV5xdyQQ=,1.01159,,
Y09obENlOVBOYlpZbUhqQrNgLABLOoryr3KRI7htySg=,0.992441,,
Y09GOU1rYlEzbTVKdjZLc0ASk5ylRxWV9e3jsK9QzZY=,0.974301,,
WXU5Y21FdkpLeWZyVUxkNMKKiyLw5CY/fXP8PITFl5o=,1.00252,,
WXh5c2s2SkFxZVZkVWNDRfVgSSy0iUkfkVtWkPV4c/w=,0.991434,,
WWpwTDQ4dlRGeWtyVndPTsSOhp1AC1SAG8m8n8sAF4k=,1.00957,,
WWJTMFdWUEJxeG40N21zckyI2fYW4MOORmsv6PuIW+0=,0.992441,,
WWhrSEtKTGZ4RDcxbWw1NIU8qwHmYTJ9ccsW2bpPkbI=,0.98841,,
WVgwUWNPOWJINHVydndWbJbVh/cN7zGoBiRf15EHt0Q=,1.00554,,
WVc1dzdSUTNhY1VQemZqSobzjxOQj0Pqw2x39TuaI7w=,1.00353,,
WUZFZWJmeEM1OW40cnZHUk/KZcL98YdZUc0STUuQwVg=,1.02671,,
WUUyeVhrRGxKcnc3S3pOML4mnap/VgIvbzKG7nr6sG8=,0.981356,,
WUs3UXN6NGRISmdhcUFpTUeqYlgWeVHwmDy7QkUo3IY=,1.02771,,
WUcxT2txYWpmUk44cGh2MvC8uGEGBbORjRj+jsPK7Z0=,0.980348,,
WThxcGxWYWJuS3hnRkQ1U2z61m7/ug4QJhxHLbbb3ws=,1.00454,,
WnlVMm9ydXB4WGJjTkh3VvT9rHQBYCG8l72Ct+ra2YI=,0.97027,,
WnhRZ1NUempmblJPUEk2S3x7Qw+LGheCD+I7AiwBDi4=,1.01864,,
WndXZTVMdkhLeEZ6akoybOrv7eUH3KfO9k7bUexxWzg=,0.968254,,
WmI0ZTlYOElNTHNseEVQa8L2+ZbDjIavtA0a5EH7EG8=,1.02973,,
Wmd1TmxtS1FSQmpKYjFvU3Jhdze9rCBqd1nG5DxZ4t4=,1.0126,,
WlNwZ2pWQzUyZVEwOXdMek1Uz7UbH34H6fyh7DnJSIc=,0.978332,,
WlJ6c0tNUHRja2RqVUpUMjEgBTjcL8YdKk6Gf4tt2qc=,0.992441,,
WkZSc3dZUWc5Y216VU9yYsE62+Yx4X/zA6H+UUHIr/0=,0.973293,,
WktCSHdEQWJzOGk5bTZrUqkFOAE5QNZpNh/sKPkSaWg=,1.01864,,
Wk5qRTUxRDhJbm1wc29mecuhaYMulPpa1r2anC+0mU4=,1.0005,,
WjBITWhXVFlicGQxRXllUhh9RyU+YRTmcjRYw3vzdNI=,0.973293,,
WjB6MW9kT1VGWXFTNnR2Qy8t+MFe41bKBGOu19f0u7Y=,0.973293,,
WHVLd0dsWWc5Uk1GQlBWZRwcK+Whr+/kFcNNNR4rCwk=,0.992441,,
WHNvVk9ZQlptZnA4NGhVSeOMuVxtW8yPSpkPb4SRANo=,1.00857,,
WHFoQ3lBTmtZTGw2dkZQVAz73DFJDaDiNm16GLv9nhA=,1.0005,,
WHByOWpEMzZSQ2x6S2VMbyOB2VNnQfEh1IYQVa0rkHQ=,0.980348,,
WGtyaHZGMXM2TThJMDl5YSxHSZYHGG/xKJefAP0TxmE=,0.978332,,
WGJGNVFSRzQ5cDNyaEpITIDFfe9lY4h4ZhBWNAwLgqk=,0.984379,,
WGFzRm5wMldBVmtvdVRJWe8YynDHMZi9pr9t00UFtjA=,0.996473,,
WGdIMHViV2FsS0dFM3hBZd5jmEBsSD8k/owk+mtsFBI=,0.991434,,
WG53b3B5QWNFTnFMbUtnZoWpFeNo/IJYyFFeEDB6siM=,1.00353,,
WG1FbmRmS1Rjb3FGM0N4OUNj6jOtcAJG0P3mmw4DkTA=,1.00957,,
WFVkeDZMdWNuajlSWkFmaMDScYyNOV4gxyvSneUoLHI=,1.00454,,
WFpxdUhBZG1OUEowNGw2ZVId1iyvxelB3vaK6rPCT3Y=,1.00353,,
WFpCWWtlMGxxbXJzOUNnVqsM8v+W7qVAF3QcHeRVIFs=,0.97934,,
WFlLcEpmdnloemFDWmsxZI1C9y4WRwYI2Z61ubS/4eI=,1.00857,,
WFkyc01iTHBVMUlESjg0d3sqGptuAj3L+obuMDclR5U=,1.01864,,
WEJZNWZzV0FoQ2tHVjJNRBppuKDiAIt9q40ht4WVKa0=,1.00857,,
WE5qU1FDemc4NHJvQW41TYL8p+uOHXrGxbVKjPGoQus=,1.00857,,
WE04bVpEaWNCMXRzNGU2NQApqCiBSFD46TLBmhHkqB0=,1.02872,,
VzZWOFA0SGtJZFltSzlKM8jiT/D9c9ShjRkc7KrBFAs=,0.976316,,
VzM0dDdFcjZUbGdQU3NBObLaq1wdJuVjKSy+uNhp1O8=,0.994457,,
VzFNbzQ2Q2xHdm1RM2pmcIaX2f/vw++QfTOzFWIGJOg=,0.986395,,
VzBLNnZSYTNWcmlTbE51bp1bEZWnwbNoWzSmDirICLw=,1.00454,,
VXYyRkRLSTM4Z0xZNkN3NLwQAMUGF14meXT0Gtkh9H4=,1.0005,,
VXBmQjlxZ25ES1dUMjZpRXCSm+XVI8AOj6KOog5xUZ0=,1.00857,,
VWUwREZicVZ3QTdyZjFjeQZbD4YyJ2JMfObKrigNy50=,1.00353,,
VWtpS3oyZ0FCb1N2bjFDNUT3X9PzTySI0YhCOgmtafc=,1.02973,,
VWQ5Vk5aSzhhdWg1ajJRSBe1MprfLIw8Dbj3y/FeLnQ=,0.992441,,
VWJtNUtpT25wSkZ2N0lTOSd5QrhPJeFAbhpA1X3ligw=,0.992441,,
VWhQVEVPeE43Z3FBYmFENRk+vXKpqnZktrnrcUZT3VI=,0.999496,,
VUZERUFpNmQyZjBKcnNPUovAAxT+vQxsFMe/fw8t4VM=,1.02066,,
VUpjZzRFaXdvSFh5aHpmN4go6QWNNxmoCemy9BMAizk=,0.978332,,
VUlyT2QwWmpobHc1V0s2R7z975iR6CcOeaYp4sIIq3Y=,0.978332,,
VUhWV1RLU041ZDkzaGlZcPdCXUBxS/NeFww+l1I5rP8=,0.976316,,
VTBCRFd2azNqejI5b3JDRcmzItFg8eqBrLuzEaKQr9Y=,0.995465,,
VnVKU2g1Z3d2RkFqS1cydAvEn97oQmEb/SXeG2ihv2M=,0.992441,,
VnoxQkZ0YjNJc2hHMmNBUxTL+LSWhDaLPV2HI8NV1zE=,0.985387,,
VnNMVzloY3FkSFE0WTZwM7SS2cYpWEqkcPYjx2aZeKQ=,0.992441,,
VndsQkVlY3l1OXNnTUFkYhFR3PJGzeTTLehj/JbjM88=,1.0005,,
VmZyWUhCRFpGb2JqUXdMdbliPhAAy3BJOTVmPXMkRIo=,0.973293,,
VmU2NXhBOElUMVVLeUZROdNdkxpVPn4S+OqCCpxYcrI=,1.02771,,
VmdyN0tIRTZodlBXRnA4OW6FTw+RJ2zgy/+g8ZSxwOQ=,0.99748,,
VldpT3owc2dZTG1QU0RxR/6FKCUXOkUVnUTYEzlYhXI=,0.992441,,
Vk52VVhFb3F0OVJUNU0xQaGwhXaoVW09PLwcDSki//Y=,0.974301,,
Vk4wMkpBeWdzRGJTY0wzSYouSCd/+tyHTpjm0AVtr+I=,0.973293,,
VjZuZktySUJ6OGtOZGdDMbXzGiBBmFqGwOOxTDkHp3U=,0.992441,,
VjZobWk3a3hVT05zUTJUZVwF/RpllAiIgH61fDVP2P0=,1.00353,,
VjhQM2FKZElwTzJZbmNqUjUxDwu48DkvotSZtRYDoaM=,0.990426,,
VjBIak9GOGlXa3BCUWRYYQnDlW934leAUq6b9Mco4c8=,1.00353,,
VHNYMU51MjNRS1BNd0JMVb4nTLnRazsveVQpgZUJxjQ=,1.02973,,
VHNvcW03SHdLZ01CajIwUAOJ3XuMELg09v6qMYgjwvk=,1.02167,,
VHIzU2wxY2FFOEZxSmhRdTyFsx0qgeinJzHMcnwPnvs=,1.02167,,
VHFMeU1LZGZObVhKMXpIT2OCnewh0nkx9nagb9EKdyU=,0.980348,,
VHFlanlwdHVQTGxSTndIVhWx+RSR1hZFfjzv9/n+3Bw=,0.980348,,
VGZHUnQ3blVlZ2lJNXdyWBYVYzzpmA3qBhcuVelnPzg=,1.00454,,
VGw0bkhJb1V5QTViSzIwUc7KfUAKonlO4Q3xaSz0D0g=,0.98841,,
VGtscE92eU5pQVJWS3U3ZzgmefMSZWp6FHnzN0dmejg=,0.990426,,
VGtQRVhNUTh0MjlPVkRTbBaoiFApUtrXJyAvtSWv788=,0.992441,,
VGtlcHptUlhXQmdvdVVWcs+4Ej2OxDY3ah5wkXEsscU=,1.01361,,
VGJ3T0VBN1kxY1JHbVdaeqh/ZBr2fxw3hY+d+3W+JA0=,0.992441,,
VG5wMm04dkhHSWhKNmNnWmM5vrTc5w8J04dJq4++27k=,1.02268,,
VG1Wck1zcTVCek85dDJnUzDG7Z1Hv7LwnGqzOfCj17E=,0.987402,,
VG02SXZDZlVOcnRhMm9IZd8UayB1N45D2xGT1tbb/yU=,1.02167,,
VFpqTXJueVFHWDZwUGxSMdODMWFKbPsdHuA+fXxLRgg=,1.00857,,
VEkzbFhBbmk2Y1d6b0xqUaHKqZikJq4LX++wm8Y5nRU=,1.00353,,
VEcydW94cXQwZk1QcmVTYd4Bq70Hwhk8cz9ehhxhqLU=,0.973293,,
VE1GT0h1M0lYaUNQbWZ5ZKRum+GMTVDPvb4yt+9aYKU=,1.00454,,
VE11b1BMUmFzY0dFVTFucmv7glAxnUfB72FIHfyH1vQ=,1.00857,,
VDVuUzFEWXhGdGdzdlA2akAXIAJlVjlPXI7iuBkfq4g=,0.980348,,
VDhxS0dVbjM1aWhiZldPNHEcKoQ2hDaNJwJsbrBbpLo=,1.01864,,
VDFIVjd6aFFMQklXRWdwRIIMGu4vbed1scpl+yqLWI0=,0.994457,,
VDEzbVZPdkRxNUpVYmk3avwYcbERDCU1jD9cOJ+CLyY=,1.0005,,
V3RNMUFJTDd5NTBtT1JYamZdMvPL7gpB309NnLXff8k=,1.01361,,
V3pBNE1ab09ZOWx1eXNqMteVUUFQtE1OudROAh7utCc=,0.986395,,
V3NHSG15NGIwRmEyVVZTatKP+ocz13Lye+F++z9rN2w=,1.00857,,
V3MzREhTTTJRY04xZ0ZPRV1v853DyyEjJbYwflHZOzk=,1.00957,,
V3k2Tng3dTNzMER3NWhWaqkCYOJD8zMbf3jQOolq2c4=,1.00353,,
V3JoSXN6QTU5dEVWWkZ2be1IgOHLWnZbdGr/k+2Jmh0=,0.98841,,
V2M3SnhHZzB2VmxFcXdhMR8EyzMOp2ZGIazkzwgv3s8=,0.975309,,
V2lwUlh6bGZUZVFvNXc5SaZX0Jrn/xOyknX5HiWMDPA=,1.02771,,
V1NRbFRwTkNBWXZqSlVMdXvO1oD2OgeaSf7X5EABkAI=,0.996473,,
V1lDZjNKakk4UE1zOTJiVDNbAjkCRteD93+LuTAgeuw=,0.994457,,
V0w3RFRteTEwU2F6YlA0SdZmapzaOh61qNLf+SFtf2k=,1.00454,,
V0VSMk41clhBd29tVVQ0TWNk7lbQl5CMSCnIR+ih5y4=,1.01864,,
V0RZRW92Mk9HMFMxNGNOaXQwDP5b7DdqjInIt1H4cNw=,1.00957,,
V0FnWnc5bzB2M2xJRXM4T7H/pwtSEmmwbX4pOHwYmiA=,0.981356,,
UzVuT2dMMWZHWGhQdHhyUV1GFziH4Zwk7rlbYoLUMy8=,1.00857,,
UzRkMnZjcnU5c3FSMFBNWUC1p/JL5ZNOOk5iZXp0vAw=,0.994457,,
UzJmbkdMUVlXWlRhSHJjQYfq7pJp4slKgxZ4D7dV1xo=,0.98841,,
UXRUekd2NHNDZTY3bHVtV3fOZY2093Fljd+j4Pd6tdI=,0.992441,,
UWNZdkdmcUloQmlUUzkwM08+u7hT+LE12xREpr9RGek=,0.980348,,
UWhaWTVTazhIZGZsMUI3RBxkMR7ngk5+HEnDeKXndZw=,0.973293,,
UW1SeDlGWE5TZ2tEMXFBVtKGdonsklz9S9bDxe5HP3k=,0.978332,,
UVladXhzZkRrQ1hIcjR0TgnPfKVlU7NulDNVFBZfX/0=,1.00454,,
UVhGQXg1Q284WVRJOWpHS+uKwSYVBeyMsxBYR72eYnw=,0.993449,,
UUlvaTlCZFptWXBjU2ZYMusGf8VfE7e1yW5ajmJ0cqY=,1.02368,,
UUltNVlOd25nSGxkRExDdPK5KLZIOzYv8hZ+730oINc=,1.02368,,
UUJEcTZhd2dITzRoMDV5UBMv7iJhAjNUWRU7f15PlC8=,0.98841,,
UUdFbnVTSW9oVjBGalhiNzQDUOftJ90uzPGGrdiVI5k=,0.982363,,
UUc3Y3Z3aloxV1JNaDZ4cUf42UlBZujP2O7MJ51Zu2I=,0.986395,,
UTJaZHl3RXpBNnBMSHNLdbcBV4XujJuilcRS+J7R1wg=,1.00454,,
UnZnb3VGeTVBWk1WUFNHMn3ReQ99oyJBzWJnho88Qtc=,1.02771,,
UnQ2Q2RlTUpMUWMzWFlGa8OSBdpBeD3Ja91LxmmmBFE=,1.00957,,
UndXeVY3dUdrSmQyVWpZM2vDY/bvWEDlS5G4L7IjxpI=,1.0005,,
UnBEeld2eVZhaU4xM3dUNaWPmTCPAx833kOY7IDIy7w=,0.978332,,
UmxJS1puRk12bTVjemZxV17U9r+juyBTvEShesJ9WIY=,1.02771,,
UmU2dFk0b0dkRU1ITk95U34zxgR3mOw38F1xT5iwXe8=,1.0005,,
Ump3QXZhWE9TZ3RrRTJKTIJUurE6eoPKlg63utfBM18=,0.98841,,
UmlIRldBSjIxOGJPRHVqR8lfNhOrT/I5Zs9IW0r4Z5k=,0.996473,,
UmFsRDNUZjAxOXJ4Nk9CSg66amk5qymaXcBFl+CXtps=,0.990426,,
UlZFNmZZSVV5SHpEZ2xMaAiOlG2v1o/fA4eZcFVSBJU=,1.01864,,
UlR2MFdCeWpBbllnMlZDUJfXw8TfXV9bDtX43FTCM6I=,1.0005,,
Ulh5TVo0SVFOYXNjcXo4bzyo7VyFE/0sgd4wrlOryxc=,1.0005,,
UldveVNjbGtNdHJOaVFtNl6ijLupX0lDePMAfWPtm/o=,0.996473,,
UlBVZFRLMzc1Zmh1emtWMffPrGz65vgHF82+N1/87U4=,0.976316,,
UlAxMFlFc3V6Vml4VEFlZPbdY0AyhXwW/6VYcHePtQ8=,0.980348,,
UkVLa24yN3kxdFNlekIzb9hiXA+BX3oCaEXiKi1QKFQ=,0.996473,,
UktFWW1yMVgzMExRQklndZGRSmw/b8calbg6NfuJRhc=,0.996473,,
UkhnMFRKb0s3UHhNc0czbPvJKzMuWzr1eobkUF5nIGE=,1.00957,,
UjZtb2VzSDBMQ0twa3VqeEOxtFdyVRzPeyLUCekF/Zk=,0.992441,,
UjZjRlo0V0RiVEJFT1lMZsCHwxw1qPoCsJRAR4xPxSg=,0.976316,,
UjU5Mk9QanBMdEYzbEhOVklRlRXLX2fqNS1tqQdM0TI=,0.981356,,
UjN4OE1jV3lUWFFsSWs1NKK7egEt9e+rd86Q5ElzHzI=,0.992441,,
UjJoTEpGVWs1SzFIOVpxQm8ipmvU3UumHrVrUAl+woo=,0.992441,,
UjhYRDFndnBxWUtDZFYyTQPURQO1fgTBEYcBX4ivX1Q=,0.986395,,
Ujc2Z0JPNXZpbFBUd0lxTdC+cCXBYvUc+NB5+sunVKk=,1.00151,,
UjBGYzk3M1NDdVFCVW41ZS19KiEkTH41c7LoS4CtIwY=,1.01864,,
